,custody_type,race,death_type,age
4371,2,1,5,57.0
4372,2,1,5,48.0
4373,0,1,5,67.0
4374,2,1,5,57.0
4375,2,3,5,57.0
4376,2,1,5,48.0
4377,3,1,5,51.0
4378,0,3,6,38.0
4379,2,1,5,57.0
4380,3,1,3,41.0
4381,2,1,5,54.0
4382,2,3,5,49.0
4383,0,1,7,27.0
4384,3,1,6,50.0
4385,2,3,5,57.0
4386,2,1,5,54.0
4387,2,3,5,60.0
4388,2,1,5,76.0
4389,2,3,5,56.0
4390,2,3,5,43.0
4391,2,3,5,63.0
4392,2,1,5,84.0
4393,2,1,5,67.0
4394,2,3,5,52.0
4395,2,1,5,61.0
4396,3,3,3,38.0
4397,2,1,5,42.0
4398,3,1,6,52.0
4399,0,1,5,52.0
4400,2,3,5,50.0
4401,2,3,5,51.0
4402,2,3,7,47.0
4403,3,1,6,46.0
4404,0,1,5,57.0
4405,2,3,5,52.0
4406,2,1,5,64.0
4407,2,1,7,42.0
4408,0,1,5,55.0
4409,2,3,5,55.0
4410,2,1,5,32.0
4411,2,1,5,48.0
4412,0,1,5,57.0
4413,2,1,7,42.0
4414,2,1,5,51.0
4415,2,3,5,62.0
4416,2,1,5,45.0
4417,3,3,3,31.0
4418,3,1,7,49.0
4419,3,1,7,22.0
4420,2,1,5,57.0
4421,2,3,5,50.0
4422,2,3,5,50.0
4423,2,3,5,59.0
4424,2,3,5,55.0
4425,0,1,5,67.0
4426,0,1,7,77.0
4427,0,3,7,48.0
4428,3,3,3,34.0
4429,0,3,5,19.0
4430,2,3,5,30.0
4431,2,1,5,52.0
4432,0,3,7,42.0
4433,2,3,4,29.0
4434,3,3,3,25.0
4435,2,3,5,35.0
4436,2,1,5,52.0
4437,2,3,5,42.0
4438,2,3,5,40.0
4439,0,3,5,41.0
4440,2,3,5,39.0
4441,0,3,6,54.0
4442,2,4,7,25.0
4443,3,1,3,35.0
4444,2,3,5,40.0
4445,2,3,5,43.0
4446,2,3,5,52.0
4447,3,1,1,34.0
4448,2,1,5,51.0
4449,3,3,3,18.0
4450,3,3,3,51.0
4451,0,1,7,28.0
4452,2,3,5,34.0
4453,3,1,3,46.0
4454,3,3,1,35.0
4455,3,1,7,52.0
4456,2,1,7,46.0
4457,1,1,2,37.0
4458,2,3,5,41.0
4459,3,1,2,17.0
4460,2,3,5,46.0
4461,2,3,5,45.0
4462,2,1,7,26.0
4463,2,3,5,33.0
4464,3,1,3,48.0
4465,3,1,7,32.0
4466,3,1,3,34.0
4467,0,3,5,20.0
4468,2,3,5,31.0
4469,3,3,7,26.0
4470,3,0,3,19.0
4471,0,1,5,41.0
4472,2,1,5,41.0
4473,3,1,3,47.0
4474,2,1,5,56.0
4475,3,3,1,31.0
4476,2,1,5,51.0
4477,2,1,5,67.0
4478,0,1,5,41.0
4479,1,1,5,35.0
4480,0,7,7,32.0
4481,3,1,3,17.0
4482,3,1,3,24.0
4483,0,1,2,27.0
4484,3,7,3,19.0
4485,0,1,7,29.0
4486,0,1,5,25.0
4487,2,3,5,34.0
4488,0,2,5,50.0
4489,2,3,5,40.0
4490,1,1,2,29.0
4491,0,1,5,48.0
4492,2,1,7,24.0
4493,0,1,5,35.0
4494,0,3,5,55.0
4495,2,3,5,64.0
4496,2,4,5,62.0
4497,2,4,5,55.0
4498,3,3,3,26.0
4499,2,3,7,40.0
4500,2,1,5,20.0
4501,2,3,5,56.0
4502,0,1,7,28.0
4503,3,3,1,22.0
4504,2,4,5,72.0
4505,0,3,5,37.0
4506,3,3,0,23.0
4507,0,3,6,33.0
4508,0,3,2,40.0
4509,2,3,5,22.0
4510,3,1,3,54.0
4511,3,1,5,41.0
4512,2,1,5,64.0
4513,2,3,5,58.0
4514,2,1,5,64.0
4515,2,1,7,60.0
4516,3,3,1,23.0
4517,2,3,5,62.0
4518,0,3,5,55.0
4519,2,1,5,47.0
4520,2,1,5,50.0
4521,2,3,5,57.0
4522,2,3,5,46.0
4523,2,1,3,48.0
4524,2,3,5,66.0
4525,0,1,7,52.0
4526,0,1,5,41.0
4527,3,1,7,47.0
4528,2,3,5,52.0
4529,2,3,5,68.0
4530,2,3,5,54.0
4531,2,1,5,55.0
4532,2,1,5,63.0
4533,2,3,5,52.0
4534,2,3,5,49.0
4535,2,1,5,54.0
4536,2,1,5,44.0
4537,2,3,5,51.0
4538,2,1,5,66.0
4539,2,1,5,57.0
4540,2,4,7,29.0
4541,2,3,5,53.0
4542,2,1,5,55.0
4543,3,1,7,64.0
4544,0,3,5,53.0
4545,2,1,5,60.0
4546,2,1,5,63.0
4547,3,1,3,41.0
4548,3,3,3,32.0
4549,2,1,6,29.0
4550,2,3,5,53.0
4551,2,3,5,31.0
4552,3,3,4,45.0
4553,3,3,1,51.0
4554,2,3,5,57.0
4555,2,3,5,65.0
4556,2,3,5,25.0
4557,0,3,5,38.0
4558,3,3,5,39.0
4559,2,3,5,64.0
4560,2,1,5,55.0
4561,2,3,5,58.0
4562,0,1,7,43.0
4563,2,1,5,57.0
4564,2,1,5,50.0
4565,2,1,0,58.0
4566,2,3,5,47.0
4567,3,1,3,49.0
4568,2,3,5,59.0
4569,2,1,5,47.0
4570,2,3,5,27.0
4571,2,3,5,60.0
4572,2,1,5,49.0
4573,2,1,5,70.0
4574,2,4,5,73.0
4575,3,1,7,38.0
4576,2,1,5,60.0
4577,2,3,7,45.0
4578,2,1,5,70.0
4579,2,1,5,60.0
4580,3,1,3,54.0
4581,2,1,5,60.0
4582,2,3,5,63.0
4583,2,3,5,62.0
4584,2,3,5,56.0
4585,2,1,5,54.0
4586,2,1,5,52.0
4587,2,3,5,63.0
4588,2,4,5,55.0
4589,0,3,5,57.0
4590,2,1,5,57.0
4591,2,1,5,55.0
4592,2,3,5,50.0
4593,3,7,3,74.0
4594,0,1,5,62.0
4595,2,3,5,51.0
4596,2,1,5,52.0
4597,2,4,5,49.0
4598,0,3,5,36.0
4599,0,1,2,54.0
4600,0,1,5,44.0
4601,2,4,5,35.0
4602,0,1,5,41.0
4603,2,1,5,32.0
4604,2,3,5,83.0
4605,0,3,5,53.0
4606,1,4,5,48.0
4607,2,1,5,55.0
4608,2,3,5,64.0
4609,2,3,5,59.0
4610,2,3,5,70.0
4611,0,3,5,57.0
4612,2,1,5,47.0
4613,3,3,5,31.0
4614,2,3,5,33.0
4615,2,3,5,51.0
4616,2,1,5,82.0
4617,2,1,5,64.0
4618,2,3,5,46.0
4619,2,3,5,43.0
4620,0,1,5,71.0
4621,2,3,5,69.0
4622,0,1,5,36.0
4623,2,3,5,63.0
4624,2,3,5,47.0
4625,2,1,5,67.0
4626,2,3,5,57.0
4627,0,1,5,57.0
4628,2,1,5,56.0
4629,2,4,5,44.0
4630,0,3,5,59.0
4631,2,3,5,58.0
4632,2,4,5,65.0
4633,0,4,7,34.0
4634,0,4,5,57.0
4635,2,3,5,56.0
4636,2,3,7,60.0
4637,2,3,5,77.0
4638,3,3,3,37.0
4639,2,4,5,77.0
4640,0,3,5,41.0
4641,2,3,5,52.0
4642,2,3,5,60.0
4643,1,3,5,56.0
4644,2,3,5,70.0
4645,2,4,5,56.0
4646,2,3,5,58.0
4647,3,3,3,30.0
4648,2,1,5,71.0
4649,2,1,5,61.0
4650,3,3,1,44.0
4651,2,1,5,76.0
4652,2,3,5,64.0
4653,3,4,5,12.0
4654,2,1,5,70.0
4655,2,1,5,73.0
4656,2,1,5,72.0
4657,2,3,5,59.0
4658,2,1,5,51.0
4659,2,1,5,85.0
4660,3,3,3,30.0
4661,2,3,5,54.0
4662,1,4,2,18.0
4663,2,4,7,25.0
4664,2,4,5,49.0
4665,2,1,5,79.0
4666,2,3,7,39.0
4667,2,3,5,55.0
4668,2,3,5,69.0
4669,2,3,5,37.0
4670,2,1,5,51.0
4671,2,1,5,76.0
4672,3,1,7,72.0
4673,2,3,5,52.0
4674,2,3,6,29.0
4675,2,1,5,68.0
4676,3,3,5,30.0
4677,2,1,5,65.0
4678,2,3,5,60.0
4679,2,3,5,54.0
4680,2,3,5,61.0
4681,2,4,5,39.0
4682,2,1,5,57.0
4683,2,3,5,40.0
4684,2,3,5,49.0
4685,2,3,5,59.0
4686,0,4,5,42.0
4687,3,3,1,19.0
4688,3,4,7,24.0
4689,0,4,7,36.0
4690,2,4,5,50.0
4691,2,1,5,69.0
4692,2,1,5,70.0
4693,0,3,5,66.0
4694,0,1,7,53.0
4695,2,3,5,72.0
4696,0,4,7,25.0
4697,2,3,5,75.0
4698,2,1,5,80.0
4699,2,1,5,77.0
4700,2,3,5,58.0
4701,3,3,3,19.0
4702,3,1,1,51.0
4703,0,1,7,49.0
4704,2,3,5,66.0
4705,2,1,5,69.0
4706,2,1,5,51.0
4707,3,1,3,35.0
4708,2,1,5,60.0
4709,0,3,5,63.0
4710,2,1,5,56.0
4711,2,1,5,51.0
4712,3,7,3,38.0
4713,2,3,5,60.0
4714,2,1,5,49.0
4715,2,3,5,53.0
4716,2,3,5,54.0
4717,0,3,5,55.0
4718,2,4,5,38.0
4719,2,3,5,52.0
4720,3,3,6,44.0
4721,2,1,5,53.0
4722,2,1,5,46.0
4723,2,1,5,61.0
4724,2,1,5,66.0
4725,2,1,5,48.0
4726,2,1,5,66.0
4727,2,4,5,65.0
4728,0,1,7,46.0
4729,0,3,5,50.0
4730,3,1,5,43.0
4731,2,3,5,57.0
4732,2,1,5,60.0
4733,2,3,5,50.0
4734,2,1,5,59.0
4735,2,3,5,43.0
4736,2,1,5,58.0
4737,2,3,5,63.0
4738,2,3,5,77.0
4739,0,3,5,24.0
4740,2,4,5,78.0
4741,2,1,5,80.0
4742,0,3,5,24.0
4743,2,4,5,57.0
4744,2,3,5,54.0
4745,2,4,5,68.0
4746,1,4,1,27.0
4747,2,1,5,49.0
4748,0,4,5,52.0
4749,2,3,5,55.0
4750,2,1,5,51.0
4751,2,1,5,56.0
4752,2,3,5,56.0
4753,2,3,5,61.0
4754,2,1,5,71.0
4755,2,1,5,73.0
4756,2,1,5,50.0
4757,2,1,5,69.0
4758,3,2,3,48.0
4759,3,1,7,36.0
4760,2,3,5,62.0
4761,2,3,5,38.0
4762,3,7,3,58.0
4763,2,3,5,66.0
4764,2,3,5,63.0
4765,2,1,5,54.0
4766,2,1,5,48.0
4767,2,1,5,60.0
4768,2,1,5,47.0
4769,3,3,3,48.0
4770,2,1,5,80.0
4771,2,3,5,66.0
4772,3,1,3,54.0
4773,2,1,5,42.0
4774,2,3,5,44.0
4775,0,4,7,34.0
4776,3,3,2,50.0
4777,0,3,5,55.0
4778,0,1,7,48.0
4779,3,1,1,44.0
4780,2,1,5,59.0
4781,3,1,3,36.0
4782,2,3,5,50.0
4783,2,3,5,62.0
4784,3,3,2,32.0
4785,0,4,5,51.0
4786,2,1,5,50.0
4787,2,4,5,63.0
4788,3,3,3,69.0
4789,3,3,2,36.0
4790,2,1,5,70.0
4791,2,4,5,52.0
4792,0,1,5,87.0
4793,2,4,5,51.0
4794,2,4,5,38.0
4795,2,1,5,57.0
4796,2,4,5,59.0
4797,2,3,5,61.0
4798,2,1,5,68.0
4799,2,1,5,74.0
4800,2,1,5,81.0
4801,2,1,5,61.0
4802,2,1,5,71.0
4803,2,3,5,75.0
4804,2,4,7,30.0
4805,0,4,5,57.0
4806,0,4,5,27.0
4807,2,3,5,47.0
4808,0,4,5,22.0
4809,0,4,7,32.0
4810,0,4,7,22.0
4811,2,4,7,34.0
4812,2,4,5,65.0
4813,3,4,3,23.0
4814,2,4,5,49.0
4815,3,4,3,19.0
4816,2,4,5,62.0
4817,2,4,5,45.0
4818,2,4,5,61.0
4819,2,4,5,67.0
4820,2,4,5,66.0
4821,3,4,2,26.0
4822,2,4,5,67.0
4823,3,4,2,50.0
4824,2,4,5,65.0
4825,2,4,7,22.0
4826,0,4,5,26.0
4827,2,4,5,53.0
4828,0,4,5,26.0
4829,0,4,5,42.0
4830,0,3,5,38.0
4831,2,1,5,59.0
4832,2,1,5,73.0
4833,0,1,7,31.0
4834,2,3,5,43.0
4835,2,3,5,58.0
4836,2,3,5,38.0
4837,2,1,5,45.0
4838,2,1,5,59.0
4839,2,1,5,74.0
4840,0,1,5,55.0
4841,3,1,3,43.0
4842,2,3,5,67.0
4843,3,4,2,54.0
4844,2,1,5,60.0
4845,2,3,5,48.0
4846,0,3,5,29.0
4847,0,1,2,19.0
4848,3,4,2,34.0
4849,0,3,5,54.0
4850,0,1,2,28.0
4851,2,1,7,40.0
4852,3,3,3,24.0
4853,3,3,3,25.0
4854,2,3,5,43.0
4855,3,1,7,56.0
4856,2,3,5,29.0
4857,0,3,5,35.0
4858,2,3,6,28.0
4859,2,4,5,41.0
4860,0,4,5,62.0
4861,2,3,5,52.0
4862,3,4,3,20.0
4863,2,4,5,51.0
4864,2,4,5,58.0
4865,2,4,5,46.0
4866,3,4,2,20.0
4867,2,4,5,46.0
4868,2,4,5,63.0
4869,3,3,7,44.0
4870,2,4,5,59.0
4871,2,4,5,85.0
4872,2,4,5,47.0
4873,3,4,6,26.0
4874,2,4,5,50.0
4875,2,4,5,65.0
4876,2,4,5,42.0
4877,2,4,5,51.0
4878,2,4,6,70.0
4879,2,4,5,37.0
4880,3,4,7,55.0
4881,2,4,5,70.0
4882,2,4,5,73.0
4883,2,4,5,54.0
4884,2,4,5,56.0
4885,2,4,5,62.0
4886,2,4,4,61.0
4887,2,4,5,82.0
4888,2,4,5,71.0
4889,2,4,5,41.0
4890,2,4,5,60.0
4891,2,4,5,43.0
4892,2,4,5,58.0
4893,2,4,5,43.0
4894,2,4,5,64.0
4895,2,4,5,49.0
4896,2,4,5,76.0
4897,2,3,5,53.0
4898,0,1,7,33.0
4899,3,1,3,33.0
4900,0,1,7,22.0
4901,0,1,2,45.0
4902,2,4,5,48.0
4903,2,4,5,83.0
4904,2,3,5,36.0
4905,3,3,3,18.0
4906,0,1,7,48.0
4907,2,1,5,58.0
4908,0,4,5,39.0
4909,2,4,5,44.0
4910,3,4,3,22.0
4911,3,4,3,32.0
4912,3,3,3,20.0
4913,2,4,5,54.0
4914,3,4,3,29.0
4915,2,1,5,78.0
4916,0,4,7,21.0
4917,3,4,2,25.0
4918,2,4,7,20.0
4919,3,4,3,21.0
4920,2,1,5,45.0
4921,3,1,3,49.0
4922,0,3,3,22.0
4923,2,3,5,33.0
4924,1,3,7,22.0
4925,2,3,5,29.0
4926,3,1,7,42.0
4927,0,3,5,42.0
4928,2,4,5,48.0
4929,0,3,7,45.0
4930,2,3,7,37.0
4931,3,3,2,32.0
4932,2,3,5,44.0
4933,0,3,7,40.0
4934,2,3,5,58.0
4935,2,3,5,54.0
4936,2,4,5,49.0
4937,0,1,5,44.0
4938,2,4,5,69.0
4939,3,4,3,33.0
4940,3,4,3,25.0
4941,2,4,5,89.0
4942,2,4,5,48.0
4943,2,4,5,57.0
4944,2,3,5,49.0
4945,2,4,5,51.0
4946,2,1,5,54.0
4947,1,4,7,35.0
4948,2,3,7,37.0
4949,2,4,5,50.0
4950,0,4,5,40.0
4951,0,4,6,30.0
4952,2,4,5,59.0
4953,0,4,5,58.0
4954,2,4,5,60.0
4955,2,4,5,59.0
4956,3,3,2,28.0
4957,2,4,5,71.0
4958,3,4,3,40.0
4959,2,1,5,60.0
4960,0,4,6,60.0
4961,3,4,3,29.0
4962,2,4,5,74.0
4963,3,4,6,36.0
4964,3,4,3,17.0
4965,2,1,5,35.0
4966,2,4,5,41.0
4967,3,4,3,41.0
4968,2,1,5,37.0
4969,2,4,5,55.0
4970,2,1,5,44.0
4971,2,1,5,69.0
4972,2,1,5,47.0
4973,2,1,5,57.0
4974,2,3,5,53.0
4975,3,1,7,65.0
4976,3,3,6,52.0
4977,2,1,5,59.0
4978,2,1,5,53.0
4979,2,4,6,47.0
4980,2,1,5,49.0
4981,2,1,4,54.0
4982,3,1,3,42.0
4983,2,3,5,56.0
4984,2,4,5,52.0
4985,2,3,5,48.0
4986,2,4,7,32.0
4987,3,4,3,28.0
4988,0,1,7,42.0
4989,0,1,5,49.0
4990,3,4,6,57.0
4991,2,1,5,59.0
4992,2,3,5,48.0
4993,2,3,5,49.0
4994,3,3,3,32.0
4995,0,3,5,40.0
4996,2,1,5,42.0
4997,2,1,5,57.0
4998,2,3,5,55.0
4999,3,1,3,38.0
5000,0,1,5,49.0
5001,2,1,5,48.0
5002,0,1,7,22.0
5003,2,1,7,34.0
5004,3,1,3,51.0
5005,0,4,7,22.0
5006,2,1,5,46.0
5007,1,1,6,63.0
5008,2,1,5,54.0
5009,3,4,3,21.0
5010,3,4,3,31.0
5011,2,3,4,47.0
5012,2,1,5,48.0
5013,3,1,7,43.0
5014,0,1,5,59.0
5015,2,1,5,45.0
5016,2,1,7,43.0
5017,2,3,5,44.0
5018,0,3,5,47.0
5019,2,1,5,58.0
5020,2,1,5,49.0
5021,2,1,5,60.0
5022,2,4,5,35.0
5023,0,4,1,31.0
5024,0,3,5,47.0
5025,3,3,3,42.0
5026,3,3,3,23.0
5027,2,3,5,27.0
5028,2,1,5,42.0
5029,3,4,2,43.0
5030,0,3,5,48.0
5031,2,3,5,67.0
5032,2,1,5,62.0
5033,2,4,5,44.0
5034,2,4,5,43.0
5035,2,4,5,54.0
5036,2,4,5,34.0
5037,3,1,7,55.0
5038,2,1,7,43.0
5039,2,4,5,49.0
5040,3,4,3,46.0
5041,2,1,5,52.0
5042,2,4,5,48.0
5043,2,4,5,53.0
5044,3,4,3,19.0
5045,2,4,5,52.0
5046,2,3,5,68.0
5047,3,3,3,20.0
5048,2,4,5,51.0
5049,2,4,7,41.0
5050,2,1,5,52.0
5051,2,4,5,49.0
5052,2,3,7,47.0
5053,2,3,5,61.0
5054,2,3,5,45.0
5055,2,1,5,59.0
5056,0,1,5,70.0
5057,2,4,7,21.0
5058,2,3,5,46.0
5059,2,3,5,70.0
5060,2,1,5,80.0
5061,2,1,5,57.0
5062,2,3,5,38.0
5063,2,1,6,74.0
5064,2,3,5,53.0
5065,2,1,5,74.0
5066,2,3,5,47.0
5067,2,1,5,65.0
5068,3,1,3,66.0
5069,2,3,5,56.0
5070,3,3,7,23.0
5071,2,1,5,60.0
5072,2,1,4,44.0
5073,2,1,5,43.0
5074,2,3,5,71.0
5075,2,1,5,58.0
5076,2,3,5,55.0
5077,0,1,5,52.0
5078,2,1,5,55.0
5079,3,3,7,46.0
5080,2,3,5,72.0
5081,3,1,3,30.0
5082,0,2,5,21.0
5083,0,1,7,26.0
5084,3,7,3,26.0
5085,3,1,3,24.0
5086,2,3,5,72.0
5087,3,1,7,23.0
5088,3,1,3,29.0
5089,2,1,5,78.0
5090,2,4,7,29.0
5091,0,1,7,46.0
5092,1,1,2,25.0
5093,3,1,7,32.0
5094,0,1,7,25.0
5095,2,1,7,37.0
5096,2,4,5,24.0
5097,3,1,3,26.0
5098,3,3,3,22.0
5099,2,1,5,48.0
5100,2,4,6,37.0
5101,2,1,5,57.0
5102,3,3,3,86.0
5103,2,1,5,62.0
5104,0,3,6,43.0
5105,2,1,5,73.0
5106,3,1,3,42.0
5107,3,1,3,35.0
5108,2,1,5,65.0
5109,0,3,5,50.0
5110,2,4,5,54.0
5111,2,4,5,65.0
5112,2,4,5,58.0
5113,3,4,3,26.0
5114,2,4,5,57.0
5115,2,1,5,60.0
5116,3,4,3,43.0
5117,2,4,5,57.0
5118,0,1,5,71.0
5119,2,3,5,40.0
5120,2,3,5,66.0
5121,2,3,5,58.0
5122,2,1,6,38.0
5123,2,4,5,55.0
5124,2,1,7,40.0
5125,0,1,5,64.0
5126,2,3,5,47.0
5127,2,1,5,50.0
5128,2,4,5,80.0
5129,2,1,5,50.0
5130,2,1,5,57.0
5131,0,1,5,54.0
5132,2,3,5,27.0
5133,0,3,5,61.0
5134,2,3,5,54.0
5135,2,1,5,81.0
5136,2,3,5,60.0
5137,0,3,5,44.0
5138,0,3,7,40.0
5139,2,3,5,53.0
5140,2,1,5,65.0
5141,2,1,5,65.0
5142,2,1,5,59.0
5143,1,3,5,59.0
5144,2,3,5,73.0
5145,2,1,5,73.0
5146,2,3,5,61.0
5147,2,3,5,51.0
5148,2,1,5,75.0
5149,2,4,5,55.0
5150,3,4,6,32.0
5151,2,1,5,67.0
5152,2,3,4,69.0
5153,2,1,5,32.0
5154,0,1,6,30.0
5155,3,1,3,26.0
5156,3,3,3,25.0
5157,3,3,5,24.0
5158,3,1,6,34.0
5159,2,1,5,62.0
5160,2,3,5,52.0
5161,2,1,5,55.0
5162,3,4,3,25.0
5163,3,1,3,25.0
5164,2,1,5,43.0
5165,2,3,5,36.0
5166,2,3,5,43.0
5167,0,1,7,21.0
5168,2,1,5,77.0
5169,2,1,5,61.0
5170,0,1,5,74.0
5171,3,3,7,29.0
5172,3,1,7,45.0
5173,2,1,5,38.0
5174,2,3,5,31.0
5175,3,3,3,35.0
5176,2,1,5,75.0
5177,2,3,4,52.0
5178,2,3,5,51.0
5179,2,1,7,46.0
5180,3,1,3,50.0
5181,3,3,3,26.0
5182,2,3,5,55.0
5183,2,3,5,44.0
5184,3,1,3,54.0
5185,2,1,7,46.0
5186,0,1,5,50.0
5187,2,3,5,54.0
5188,2,1,6,31.0
5189,3,1,3,41.0
5190,1,1,5,52.0
5191,3,1,3,25.0
5192,2,1,5,58.0
5193,3,1,6,41.0
5194,2,1,7,42.0
5195,0,4,7,26.0
5196,2,1,5,51.0
5197,2,3,5,40.0
5198,0,1,5,67.0
5199,3,3,2,39.0
5200,3,3,1,33.0
5201,2,3,5,48.0
5202,2,1,5,61.0
5203,3,1,7,38.0
5204,2,1,5,48.0
5205,2,1,5,61.0
5206,0,1,5,49.0
5207,2,3,5,47.0
5208,2,1,5,59.0
5209,2,1,5,58.0
5210,2,3,5,49.0
5211,0,1,5,33.0
5212,0,3,5,51.0
5213,2,3,5,31.0
5214,2,1,5,46.0
5215,3,1,7,43.0
5216,2,1,5,56.0
5217,0,1,5,28.0
5218,2,1,5,58.0
5219,3,1,5,59.0
5220,2,1,5,67.0
5221,3,1,2,34.0
5222,2,1,5,64.0
5223,2,1,5,52.0
5224,0,1,5,46.0
5225,3,3,3,46.0
5226,0,1,5,49.0
5227,2,3,5,46.0
5228,2,3,5,27.0
5229,2,1,5,49.0
5230,2,3,5,48.0
5231,2,3,5,41.0
5232,2,1,5,49.0
5233,2,3,5,69.0
5234,2,1,5,52.0
5235,2,1,5,67.0
5236,1,1,7,22.0
5237,2,3,5,45.0
5238,2,1,5,46.0
5239,2,3,7,51.0
5240,2,1,5,52.0
5241,0,4,5,56.0
5242,0,3,5,52.0
5243,2,3,5,48.0
5244,3,1,3,35.0
5245,2,4,6,47.0
5246,2,1,5,55.0
5247,2,3,5,49.0
5248,2,3,5,53.0
5249,3,3,3,24.0
5250,3,1,2,30.0
5251,2,4,5,55.0
5252,2,1,7,29.0
5253,2,3,5,58.0
5254,2,1,5,56.0
5255,2,3,5,58.0
5256,3,1,7,27.0
5257,2,1,7,28.0
5258,3,3,2,40.0
5259,2,1,5,58.0
5260,3,1,7,46.0
5261,3,1,5,59.0
5262,2,1,5,51.0
5263,2,1,5,58.0
5264,2,3,5,56.0
5265,2,3,5,52.0
5266,3,3,7,43.0
5267,2,1,5,58.0
5268,3,1,3,37.0
5269,2,1,5,63.0
5270,3,4,2,40.0
5271,0,4,7,25.0
5272,2,1,5,57.0
5273,3,1,1,17.0
5274,3,1,3,30.0
5275,2,1,5,48.0
5276,2,1,5,43.0
5277,0,1,5,59.0
5278,2,1,5,63.0
5279,3,3,2,28.0
5280,2,3,7,29.0
5281,3,1,3,37.0
5282,2,1,5,59.0
5283,3,3,3,22.0
5284,2,3,5,62.0
5285,2,1,5,51.0
5286,2,3,5,60.0
5287,2,1,5,53.0
5288,2,1,5,45.0
5289,2,1,5,56.0
5290,2,1,5,63.0
5291,1,3,5,43.0
5292,2,1,5,51.0
5293,3,4,3,30.0
5294,2,1,7,55.0
5295,0,1,3,37.0
5296,2,1,5,45.0
5297,2,1,5,64.0
5298,0,3,5,61.0
5299,2,1,5,54.0
5300,2,1,5,56.0
5301,0,1,7,29.0
5302,2,3,5,53.0
5303,0,1,5,48.0
5304,2,1,7,40.0
5305,2,1,5,58.0
5306,3,4,6,19.0
5307,0,1,7,40.0
5308,2,1,5,46.0
5309,2,1,5,59.0
5310,2,1,5,45.0
5311,3,1,3,37.0
5312,2,1,4,59.0
5313,2,4,5,33.0
5314,0,4,2,25.0
5315,3,3,2,45.0
5316,2,1,5,55.0
5317,2,1,7,36.0
5318,3,4,3,44.0
5319,0,3,5,35.0
5320,2,1,5,49.0
5321,3,1,3,47.0
5322,2,1,5,56.0
5323,2,1,5,63.0
5324,2,1,5,59.0
5325,0,1,5,41.0
5326,2,1,5,53.0
5327,3,3,7,50.0
5328,2,3,5,52.0
5329,0,4,2,28.0
5330,2,3,5,52.0
5331,2,1,5,52.0
5332,3,1,3,35.0
5333,2,1,6,25.0
5334,0,1,5,77.0
5335,2,1,5,63.0
5336,2,1,5,53.0
5337,0,1,7,33.0
5338,3,1,3,41.0
5339,0,1,5,45.0
5340,3,4,3,40.0
5341,3,4,2,33.0
5342,2,4,7,29.0
5343,2,1,1,41.0
5344,2,1,5,49.0
5345,2,3,4,20.0
5346,2,1,5,63.0
5347,2,3,5,56.0
5348,0,1,5,53.0
5349,2,1,5,48.0
5350,0,1,5,60.0
5351,2,1,5,60.0
5352,2,1,5,61.0
5353,3,3,7,24.0
5354,2,1,5,50.0
5355,3,4,2,28.0
5356,3,1,3,46.0
5357,2,1,5,56.0
5358,2,1,5,45.0
5359,2,1,5,70.0
5360,2,1,5,55.0
5361,2,1,5,62.0
5362,2,1,5,64.0
5363,2,4,5,55.0
5364,2,4,5,68.0
5365,2,4,5,42.0
5366,2,4,7,51.0
5367,2,4,5,26.0
5368,3,4,3,30.0
5369,2,4,5,22.0
5370,0,4,5,43.0
5371,2,4,5,52.0
5372,3,4,3,18.0
5373,3,4,3,49.0
5374,3,4,3,19.0
5375,3,4,2,29.0
5376,2,4,5,68.0
5377,3,4,3,32.0
5378,2,4,5,48.0
5379,2,4,5,45.0
5380,2,4,5,59.0
5381,2,4,5,46.0
5382,2,4,5,51.0
5383,2,4,5,36.0
5384,0,4,5,41.0
5385,2,3,5,50.0
5386,2,1,5,55.0
5387,2,3,7,29.0
5388,2,3,5,47.0
5389,2,3,5,51.0
5390,3,3,5,26.0
5391,2,3,5,60.0
5392,1,1,1,40.0
5393,2,3,5,55.0
5394,2,1,5,59.0
5395,2,3,1,50.0
5396,3,4,3,20.0
5397,0,1,5,41.0
5398,0,1,3,52.0
5399,0,1,7,25.0
5400,2,1,5,62.0
5401,2,4,5,55.0
5402,3,5,3,27.0
5403,2,7,7,26.0
5404,3,5,3,54.0
5405,2,4,5,34.0
5406,2,4,5,54.0
5407,2,4,5,55.0
5408,2,1,5,46.0
5409,0,4,7,42.0
5410,2,3,5,41.0
5411,2,4,5,37.0
5412,3,3,3,33.0
5413,1,1,7,37.0
5414,3,1,3,84.0
5415,2,1,5,49.0
5416,2,3,5,88.0
5417,2,4,5,57.0
5418,0,1,5,20.0
5419,3,1,3,34.0
5420,2,1,5,67.0
5421,2,1,5,69.0
5422,2,3,5,46.0
5423,2,3,5,55.0
5424,2,3,5,54.0
5425,2,3,5,69.0
5426,2,3,5,65.0
5427,2,1,5,45.0
5428,2,4,5,56.0
5429,2,3,5,52.0
5430,2,3,5,51.0
5431,2,4,5,42.0
5432,3,3,3,35.0
5433,3,7,3,26.0
5434,0,5,1,51.0
5435,0,3,5,32.0
5436,0,1,5,29.0
5437,0,1,6,46.0
5438,2,3,5,67.0
5439,3,5,3,34.0
5440,2,3,5,30.0
5441,2,3,5,31.0
5442,3,1,1,21.0
5443,3,3,3,22.0
5444,3,1,2,35.0
5445,2,1,7,45.0
