,custody_type,race,death_type,age
2222,2,1,5,54.0
2223,2,3,5,53.0
2224,2,1,5,58.0
2225,0,3,7,33.0
2226,2,1,5,54.0
2227,2,3,5,59.0
2228,2,3,5,67.0
2229,2,3,5,64.0
2230,3,1,3,20.0
2231,2,4,5,44.0
2232,2,4,5,73.0
2233,2,4,5,45.0
2234,2,4,5,61.0
2235,0,4,5,21.0
2236,0,4,5,67.0
2237,2,4,5,77.0
2238,2,4,5,70.0
2239,0,4,5,52.0
2240,0,4,5,50.0
2241,3,1,3,28.0
2242,2,1,7,27.0
2243,2,3,5,56.0
2244,2,1,5,81.0
2245,2,3,5,53.0
2246,2,1,5,61.0
2247,2,4,5,54.0
2248,2,1,5,66.0
2249,3,4,1,14.0
2250,1,1,5,26.0
2251,0,4,6,50.0
2252,2,4,5,56.0
2253,0,4,7,42.0
2254,2,5,7,29.0
2255,2,1,1,34.0
2256,2,3,5,30.0
2257,2,1,5,60.0
2258,2,4,5,72.0
2259,0,4,7,39.0
2260,0,4,5,58.0
2261,2,4,5,79.0
2262,2,4,5,47.0
2263,0,4,5,42.0
2264,2,4,5,52.0
2265,2,4,5,71.0
2266,2,4,5,64.0
2267,0,4,7,33.0
2268,2,4,5,51.0
2269,2,4,5,55.0
2270,2,3,5,60.0
2271,3,4,7,44.0
2272,1,4,5,48.0
2273,2,4,5,46.0
2274,1,4,2,32.0
2275,2,4,5,47.0
2276,2,3,5,65.0
2277,3,3,2,45.0
2278,2,3,5,81.0
2279,0,4,5,35.0
2280,2,4,5,68.0
2281,2,4,5,65.0
2282,0,4,1,68.0
2283,2,4,5,43.0
2284,3,4,2,36.0
2285,3,4,3,23.0
2286,0,4,5,29.0
2287,0,4,7,18.0
2288,2,4,5,37.0
2289,2,4,5,48.0
2290,2,4,5,53.0
2291,2,4,5,49.0
2292,2,4,5,40.0
2293,2,1,5,47.0
2294,3,4,3,44.0
2295,2,4,6,52.0
2296,0,4,1,24.0
2297,2,3,5,76.0
2298,3,3,7,28.0
2299,3,5,3,16.0
2300,0,4,5,60.0
2301,2,4,5,50.0
2302,2,4,5,63.0
2303,2,4,5,55.0
2304,2,3,5,50.0
2305,2,3,5,61.0
2306,2,3,5,47.0
2307,2,3,5,46.0
2308,2,3,5,49.0
2309,2,3,5,63.0
2310,2,1,5,49.19434720601582
2311,0,3,5,50.0
2312,2,3,5,54.0
2313,2,1,5,73.0
2314,2,1,5,63.0
2315,2,1,5,67.0
2316,2,3,5,65.0
2317,2,1,5,77.0
2318,2,1,5,53.0
2319,2,5,5,50.0
2320,2,1,5,46.0
2321,2,1,5,70.0
2322,2,1,5,68.0
2323,2,3,6,28.0
2324,3,3,7,34.0
2325,2,1,5,67.0
2326,2,1,5,86.0
2327,0,1,2,52.0
2328,0,4,5,38.0
2329,2,4,5,64.0
2330,0,4,5,33.0
2331,2,4,5,67.0
2332,2,4,5,32.0
2333,2,4,7,57.0
2334,2,4,5,49.0
2335,1,4,7,38.0
2336,2,4,5,20.0
2337,3,4,3,35.0
2338,2,4,5,69.0
2339,3,4,2,33.0
2340,2,4,5,55.0
2341,2,4,5,68.0
2342,2,4,5,58.0
2343,2,4,5,51.0
2344,2,4,5,67.0
2345,2,4,5,52.0
2346,0,4,7,54.0
2347,0,4,5,59.0
2348,3,4,2,34.0
2349,2,3,5,60.0
2350,0,3,5,60.0
2351,1,1,5,64.0
2352,2,1,5,65.0
2353,0,1,5,46.0
2354,3,4,2,31.0
2355,2,4,5,59.0
2356,2,1,5,64.0
2357,2,1,5,66.0
2358,3,1,3,56.0
2359,2,1,5,74.0
2360,2,1,5,49.0
2361,2,4,5,55.0
2362,2,4,5,70.0
2363,2,1,5,65.0
2364,0,4,5,60.0
2365,2,1,1,70.0
2366,3,3,3,41.0
2367,3,7,3,40.0
2368,2,1,5,59.0
2369,2,3,5,53.0
2370,2,1,5,66.0
2371,0,1,7,55.0
2372,2,1,5,44.0
2373,2,1,5,69.0
2374,0,1,5,57.0
2375,2,1,5,42.0
2376,2,3,5,52.0
2377,2,3,5,54.0
2378,0,3,5,53.0
2379,2,4,5,61.0
2380,2,3,5,41.0
2381,2,4,5,61.0
2382,2,3,5,31.0
2383,2,1,7,31.0
2384,2,3,5,60.0
2385,2,3,5,58.0
2386,2,4,5,53.0
2387,2,3,5,52.0
2388,2,3,5,63.0
2389,2,3,5,30.0
2390,3,3,2,30.0
2391,2,4,5,48.0
2392,2,4,5,38.0
2393,2,4,5,46.0
2394,2,3,5,54.0
2395,2,0,5,70.0
2396,2,1,5,53.0
2397,3,4,3,28.0
2398,2,4,5,52.0
2399,2,1,5,67.0
2400,3,3,3,45.0
2401,2,1,5,52.0
2402,2,1,6,49.0
2403,2,1,5,73.0
2404,3,3,2,28.0
2405,3,3,3,35.0
2406,2,1,5,53.0
2407,0,3,5,46.0
2408,0,1,5,64.0
2409,2,4,5,58.0
2410,2,1,5,55.0
2411,2,3,5,39.0
2412,0,3,5,34.0
2413,2,1,5,77.0
2414,2,1,5,79.0
2415,2,3,5,37.0
2416,3,4,7,28.0
2417,2,4,5,52.0
2418,2,3,7,33.0
2419,2,3,5,54.0
2420,2,1,5,77.0
2421,2,4,5,44.0
2422,2,4,5,54.0
2423,2,4,5,64.0
2424,2,4,5,48.0
2425,2,4,5,84.0
2426,2,4,5,49.0
2427,1,4,5,41.0
2428,2,4,5,38.0
2429,2,4,5,65.0
2430,2,3,5,63.0
2431,2,4,5,25.0
2432,3,3,3,26.0
2433,2,4,5,53.0
2434,2,1,5,74.0
2435,2,3,5,53.0
2436,2,1,5,52.0
2437,2,3,5,54.0
2438,3,1,3,21.0
2439,2,1,5,40.0
2440,2,3,5,60.0
2441,2,3,5,46.0
2442,2,4,5,47.0
2443,2,1,5,67.0
2444,2,3,5,61.0
2445,3,1,7,37.0
2446,2,3,5,56.0
2447,3,1,7,23.0
2448,2,1,5,52.0
2449,2,4,5,53.0
2450,3,1,3,58.0
2451,2,1,5,53.0
2452,2,4,5,51.0
2453,2,3,5,60.0
2454,2,1,7,37.0
2455,2,1,5,57.0
2456,0,1,5,52.0
2457,0,1,7,42.0
2458,2,1,5,56.0
2459,2,1,5,60.0
2460,0,1,7,67.0
2461,2,1,5,57.0
2462,0,3,5,22.0
2463,2,1,5,61.0
2464,2,1,5,56.0
2465,2,1,5,65.0
2466,3,1,7,36.0
2467,2,3,5,45.0
2468,2,1,5,58.0
2469,3,1,3,56.0
2470,0,3,5,54.0
2471,0,1,5,43.0
2472,2,1,7,45.0
2473,2,1,6,66.0
2474,2,1,5,60.0
2475,2,1,5,51.0
2476,2,1,7,58.0
2477,2,1,5,52.0
2478,2,1,7,54.0
2479,2,1,5,56.0
2480,2,1,7,41.0
2481,2,1,5,55.0
2482,2,1,5,58.0
2483,2,1,5,35.0
2484,2,1,5,43.0
2485,2,1,5,54.0
2486,2,1,6,53.0
2487,0,1,6,52.0
2488,2,1,5,57.0
2489,2,1,5,59.0
2490,2,1,5,50.0
2491,2,1,5,50.0
2492,3,1,3,49.0
2493,2,1,5,58.0
2494,3,1,5,40.0
2495,3,1,2,42.0
2496,2,1,5,57.0
2497,2,1,5,59.0
2498,2,1,5,54.0
2499,2,3,5,42.0
2500,2,1,5,55.0
2501,3,3,3,31.0
2502,2,1,5,67.0
2503,2,1,5,65.0
2504,2,4,5,58.0
2505,2,1,5,82.0
2506,2,1,5,66.0
2507,3,3,2,34.0
2508,2,3,5,55.0
2509,2,1,5,76.0
2510,2,1,5,53.0
2511,2,3,5,53.0
2512,3,1,7,38.0
2513,2,1,5,67.0
2514,2,3,1,24.0
2515,2,3,5,49.0
2516,2,1,7,46.0
2517,2,3,5,61.0
2518,2,1,5,65.0
2519,2,4,5,70.0
2520,2,1,5,73.0
2521,2,3,5,79.0
2522,2,1,5,58.0
2523,3,4,3,41.0
2524,2,3,5,35.0
2525,2,4,5,38.0
2526,2,4,5,54.0
2527,3,1,7,55.0
2528,2,1,5,59.0
2529,2,1,5,55.0
2530,2,1,5,63.0
2531,0,1,1,37.0
2532,2,3,5,74.0
2533,2,3,5,65.0
2534,0,3,5,57.0
2535,2,3,5,64.0
2536,0,4,5,53.0
2537,2,3,5,62.0
2538,2,3,4,51.0
2539,2,3,5,56.0
2540,2,1,5,72.0
2541,2,1,5,69.0
2542,2,1,5,45.0
2543,2,3,5,64.0
2544,2,1,5,69.0
2545,2,3,5,60.0
2546,2,4,7,39.0
2547,3,1,3,57.0
2548,2,1,5,75.0
2549,2,3,5,39.0
2550,3,1,7,58.0
2551,0,1,7,39.0
2552,2,3,5,51.0
2553,2,4,5,68.0
2554,2,1,5,72.0
2555,2,3,5,61.0
2556,2,3,5,70.0
2557,2,1,7,49.0
2558,3,4,3,26.0
2559,2,1,5,53.0
2560,3,3,3,51.0
2561,3,1,3,54.0
2562,2,1,5,71.0
2563,2,3,5,62.0
2564,2,1,5,56.0
2565,2,1,5,74.0
2566,0,3,5,31.0
2567,2,3,5,57.0
2568,2,1,5,70.0
2569,2,1,5,74.0
2570,2,1,7,43.0
2571,2,1,5,68.0
2572,2,1,5,63.0
2573,0,1,5,54.0
2574,3,5,3,49.0
2575,2,1,5,68.0
2576,2,3,5,67.0
2577,2,3,5,63.0
2578,2,1,5,75.0
2579,3,1,7,76.0
2580,3,1,7,40.0
2581,2,1,5,69.0
2582,2,1,5,50.0
2583,3,4,3,24.0
2584,3,4,3,29.0
2585,2,4,5,49.0
2586,2,4,5,55.0
2587,2,4,5,30.0
2588,3,4,3,19.0
2589,2,4,7,42.0
2590,3,4,1,29.0
2591,3,4,3,35.0
2592,2,1,5,70.0
2593,2,4,5,49.0
2594,3,1,3,37.0
2595,3,7,3,42.0
2596,2,2,5,53.0
2597,2,4,5,32.0
2598,2,4,5,52.0
2599,2,4,5,59.0
2600,2,3,5,57.0
2601,2,4,5,64.0
2602,2,1,6,60.0
2603,3,4,3,41.0
2604,2,4,5,53.0
2605,2,4,5,47.0
2606,2,4,5,52.0
2607,3,4,3,24.0
2608,2,4,5,55.0
2609,2,1,1,71.0
2610,3,1,7,37.0
2611,2,4,5,69.0
2612,3,4,3,55.0
2613,2,4,5,51.0
2614,3,4,2,42.0
2615,2,4,5,51.0
2616,0,1,7,24.0
2617,2,4,5,50.0
2618,3,4,3,30.0
2619,2,1,5,73.0
2620,0,3,5,33.0
2621,2,1,5,42.0
2622,2,1,5,48.0
2623,0,3,1,55.0
2624,2,1,5,56.0
2625,0,1,5,53.0
2626,0,1,5,67.0
2627,2,1,7,53.0
2628,0,3,5,42.0
2629,0,1,5,50.0
2630,2,3,5,51.0
2631,2,3,5,46.0
2632,3,3,5,59.0
2633,2,1,5,47.0
2634,3,1,3,39.0
2635,2,1,5,45.0
2636,2,3,5,52.0
2637,2,1,5,53.0
2638,2,4,5,55.0
2639,3,1,3,42.0
2640,2,1,5,66.0
2641,3,1,7,33.0
2642,2,1,5,57.0
2643,2,3,5,42.0
2644,2,4,5,62.0
2645,2,1,5,82.0
2646,2,4,5,55.0
2647,2,1,5,81.0
2648,2,3,7,46.0
2649,0,3,5,26.0
2650,2,1,5,45.0
2651,2,1,5,62.0
2652,2,1,7,45.0
2653,2,1,2,35.0
2654,3,1,3,40.0
2655,1,1,1,18.0
2656,2,1,5,58.0
2657,3,1,2,42.0
2658,0,1,6,53.0
2659,2,4,5,64.0
2660,2,4,5,52.0
2661,2,4,4,50.0
2662,2,4,5,60.0
2663,2,4,5,60.0
2664,2,1,5,43.0
2665,2,3,5,51.0
2666,3,1,3,44.0
2667,3,3,2,51.0
2668,0,1,5,29.0
2669,2,1,7,30.0
2670,2,4,5,50.0
2671,0,1,7,30.0
2672,2,1,6,54.0
2673,2,1,5,56.0
2674,3,1,3,45.0
2675,2,1,5,53.0
2676,1,3,7,23.0
2677,2,3,5,49.0
2678,2,3,7,26.0
2679,0,3,2,32.0
2680,2,1,5,50.0
2681,0,1,6,58.0
2682,2,1,7,40.0
2683,2,1,5,56.0
2684,2,1,5,51.0
2685,3,1,3,36.0
2686,2,1,5,46.0
2687,0,3,5,35.0
2688,3,1,3,52.0
2689,2,1,5,54.0
2690,2,1,5,59.0
2691,2,3,5,56.0
2692,2,3,5,44.0
2693,3,1,3,48.0
2694,0,3,2,32.0
2695,2,1,5,60.0
2696,2,1,5,41.0
2697,2,3,5,56.0
2698,1,4,7,40.0
2699,2,1,5,49.19434720601582
2700,2,1,5,64.0
2701,2,4,5,67.0
2702,2,4,5,74.0
2703,2,4,5,79.0
2704,2,4,5,44.0
2705,2,4,5,50.0
2706,3,4,3,50.0
2707,2,4,5,46.0
2708,0,4,7,41.0
2709,0,4,5,46.0
2710,2,4,5,50.0
2711,2,4,5,53.0
2712,2,4,5,74.0
2713,2,4,5,63.0
2714,3,4,3,24.0
2715,2,4,7,41.0
2716,2,4,5,55.0
2717,2,4,5,65.0
2718,2,4,5,66.0
2719,2,4,5,65.0
2720,2,4,5,67.0
2721,2,4,5,80.0
2722,2,4,5,65.0
2723,2,4,5,69.0
2724,2,4,5,50.0
2725,2,4,5,60.0
2726,2,3,5,56.0
2727,3,3,3,26.0
2728,0,3,5,34.0
2729,2,3,5,47.0
2730,0,1,7,31.0
2731,2,1,5,49.0
2732,3,3,3,30.0
2733,2,1,5,77.0
2734,2,1,5,79.0
2735,3,1,7,61.0
2736,2,3,5,60.0
2737,2,1,7,67.0
2738,2,3,5,73.0
2739,2,3,5,65.0
2740,2,3,5,47.0
2741,2,3,5,53.0
2742,2,1,5,80.0
2743,2,3,5,50.0
2744,2,3,7,42.0
2745,2,1,5,80.0
2746,2,1,5,83.0
2747,2,1,5,59.0
2748,2,1,5,66.0
2749,3,7,3,49.0
2750,2,3,5,56.0
2751,2,1,5,74.0
2752,2,1,5,52.0
2753,2,3,5,46.0
2754,2,1,5,55.0
2755,2,3,5,39.0
2756,0,1,7,39.0
2757,2,1,5,64.0
2758,1,3,1,63.0
2759,2,1,5,83.0
2760,2,1,5,78.0
2761,2,1,5,76.0
2762,0,3,5,61.0
2763,2,1,5,74.0
2764,2,1,5,58.0
2765,2,3,5,75.0
2766,0,3,5,63.0
2767,2,1,5,64.0
2768,2,3,5,51.0
2769,2,1,5,75.0
2770,2,3,5,36.0
2771,2,3,5,48.0
2772,2,3,5,42.0
2773,3,7,3,15.0
2774,0,4,2,23.0
2775,2,4,7,25.0
2776,2,4,5,42.0
2777,2,4,5,51.0
2778,3,4,2,47.0
2779,2,4,5,47.0
2780,0,4,5,54.0
2781,2,4,5,64.0
2782,2,4,5,71.0
2783,3,4,7,22.0
2784,3,4,2,26.0
2785,2,4,5,83.0
2786,3,4,3,36.0
2787,2,3,5,65.0
2788,2,4,5,66.0
2789,2,4,5,52.0
2790,3,3,7,31.0
2791,2,3,5,62.0
2792,3,4,3,48.0
2793,3,4,3,29.0
2794,0,4,5,47.0
2795,2,3,5,54.0
2796,2,4,5,62.0
2797,2,4,5,47.0
2798,2,1,7,39.0
2799,2,1,5,49.0
2800,2,4,5,52.0
2801,2,3,5,50.0
2802,2,3,5,58.0
2803,2,1,5,58.0
2804,2,3,5,61.0
2805,2,1,5,60.0
2806,2,4,5,54.0
2807,2,1,5,67.0
2808,2,3,5,66.0
2809,0,4,5,49.0
2810,2,4,5,47.0
2811,2,3,5,52.0
2812,2,3,5,65.0
2813,2,3,5,55.0
2814,2,3,5,61.0
2815,0,3,5,76.0
2816,2,3,5,65.0
2817,2,1,5,64.0
2818,3,1,3,54.0
2819,3,1,3,22.0
2820,2,3,5,43.0
2821,2,1,5,52.0
2822,2,1,5,76.0
2823,2,3,5,41.0
2824,2,3,5,43.0
2825,0,4,7,43.0
2826,2,3,5,68.0
2827,2,3,5,86.0
2828,2,3,5,64.0
2829,2,3,5,66.0
2830,2,3,5,51.0
2831,3,1,3,58.0
2832,0,1,5,41.0
2833,2,1,5,64.0
2834,2,3,5,59.0
2835,2,3,5,71.0
2836,2,3,5,60.0
2837,2,3,5,60.0
2838,2,3,5,65.0
2839,0,3,5,68.0
2840,2,4,5,48.0
2841,3,3,7,46.0
2842,2,3,5,70.0
2843,2,3,7,74.0
2844,2,4,5,44.0
2845,2,2,5,55.0
2846,2,1,5,61.0
2847,2,1,5,73.0
2848,2,3,5,57.0
2849,2,1,5,80.0
2850,0,4,5,43.0
2851,2,3,5,55.0
2852,0,4,2,28.0
2853,0,1,5,48.0
2854,2,3,5,33.0
2855,2,1,5,64.0
2856,0,3,5,69.0
2857,3,1,3,46.0
2858,2,1,5,47.0
2859,2,1,5,64.0
2860,2,1,5,53.0
2861,2,1,5,73.0
2862,3,2,3,26.0
2863,2,3,5,43.0
2864,2,1,5,66.0
2865,2,1,5,84.0
2866,2,3,5,73.0
2867,2,1,5,69.0
2868,2,1,5,68.0
2869,2,1,7,73.0
2870,2,3,5,42.0
2871,2,1,7,43.0
2872,2,1,5,70.0
2873,2,3,5,59.0
2874,2,3,5,64.0
2875,2,1,5,62.0
2876,2,3,5,76.0
2877,2,4,5,38.0
2878,2,4,5,56.0
2879,2,1,5,67.0
2880,2,4,5,58.0
2881,0,4,7,41.0
2882,2,4,5,67.0
2883,3,4,5,42.0
2884,3,4,3,17.0
2885,1,2,7,38.0
2886,3,7,3,58.0
2887,2,3,5,50.0
2888,1,1,2,18.0
2889,0,0,7,22.0
2890,2,4,5,61.0
2891,2,4,5,50.0
2892,2,4,5,55.0
2893,2,3,5,67.0
2894,2,4,5,77.0
2895,2,4,5,50.0
2896,3,4,2,38.0
2897,2,3,5,48.0
2898,0,1,7,29.0
2899,0,3,1,37.0
2900,0,3,5,53.0
2901,0,1,5,67.0
2902,0,1,5,48.0
2903,2,3,5,51.0
2904,2,4,5,50.0
2905,2,4,5,62.0
2906,0,4,5,47.0
2907,2,3,7,32.0
2908,3,4,3,32.0
2909,3,4,0,22.0
2910,2,4,1,36.0
2911,2,4,5,63.0
2912,2,4,5,52.0
2913,3,4,3,23.0
2914,2,4,5,55.0
2915,2,4,5,38.0
2916,2,3,5,47.0
2917,3,4,3,24.0
2918,2,4,5,66.0
2919,0,3,5,63.0
2920,3,3,3,36.0
2921,2,3,5,55.0
2922,2,3,5,52.0
2923,2,1,5,56.0
2924,2,3,5,42.0
2925,2,1,5,63.0
2926,2,3,7,22.0
2927,3,4,7,34.0
2928,3,7,3,35.0
2929,2,1,5,56.0
2930,2,1,5,82.0
2931,2,1,5,72.0
2932,2,1,5,58.0
2933,3,7,3,45.0
2934,2,1,5,68.0
2935,3,1,7,67.0
2936,2,4,5,80.0
2937,0,1,5,61.0
2938,2,1,5,78.0
2939,2,3,5,73.0
2940,2,1,5,42.0
2941,2,1,5,56.0
2942,2,1,7,38.0
2943,2,1,5,66.0
2944,3,3,6,44.0
2945,2,1,5,63.0
2946,2,1,5,59.0
2947,2,1,5,61.0
2948,2,1,5,74.0
2949,2,1,5,56.0
2950,2,1,5,52.0
2951,2,1,5,53.0
2952,2,1,5,55.0
2953,0,3,5,35.0
2954,2,3,5,53.0
2955,3,3,6,23.0
2956,2,4,7,34.0
2957,2,4,7,30.0
2958,3,7,3,26.0
2959,2,4,5,54.0
2960,2,1,5,33.0
2961,3,4,1,20.0
2962,3,1,1,18.0
2963,2,3,5,43.0
2964,0,3,5,55.0
2965,3,3,3,20.0
2966,2,3,5,44.0
2967,3,4,3,15.0
2968,0,4,7,30.0
2969,2,4,5,28.0
2970,2,4,5,42.0
2971,2,1,5,38.0
2972,3,1,3,36.0
2973,0,3,5,64.0
2974,3,1,2,21.0
2975,3,3,2,27.0
2976,3,7,1,23.0
2977,3,3,3,19.0
2978,2,3,6,37.0
2979,2,1,5,52.0
2980,2,1,5,50.0
2981,0,1,7,42.0
2982,2,3,5,57.0
2983,2,3,5,72.0
2984,2,3,5,55.0
2985,2,1,5,63.0
2986,2,3,5,69.0
2987,2,1,5,63.0
2988,2,3,5,65.0
2989,0,1,5,45.0
2990,2,3,5,44.0
2991,2,0,6,53.0
2992,0,3,7,33.0
2993,2,3,5,55.0
2994,2,1,5,60.0
2995,3,1,3,35.0
2996,2,1,5,66.0
2997,2,1,5,67.0
2998,2,3,5,47.0
2999,2,1,7,33.0
3000,2,3,5,47.0
3001,0,3,5,26.0
3002,2,1,5,51.0
3003,2,1,5,66.0
3004,2,1,5,85.0
3005,3,1,3,47.0
3006,2,3,5,51.0
3007,2,3,5,49.0
3008,2,1,5,58.0
3009,2,4,5,37.0
3010,2,1,5,65.0
3011,2,1,5,55.0
3012,2,1,5,60.0
3013,2,3,5,49.0
3014,2,1,5,51.0
3015,2,1,7,37.0
3016,2,1,5,55.0
3017,2,1,5,57.0
3018,2,3,5,39.0
3019,2,3,5,64.0
3020,2,3,5,54.0
3021,2,3,5,61.0
3022,2,1,5,37.0
3023,3,1,3,59.0
3024,2,1,6,43.0
3025,3,1,2,52.0
3026,0,1,7,41.0
3027,2,1,1,46.0
3028,3,1,3,51.0
3029,0,1,5,35.0
3030,2,1,7,29.0
3031,2,1,5,61.0
3032,2,1,5,73.0
3033,3,1,7,41.0
3034,3,1,2,25.0
3035,2,1,5,54.0
3036,2,3,5,49.0
3037,2,1,5,47.0
3038,3,4,7,43.0
3039,2,1,5,56.0
3040,2,4,5,50.0
3041,3,1,3,66.0
3042,2,1,5,66.0
3043,2,1,5,75.0
3044,2,1,5,55.0
3045,0,1,7,47.0
3046,2,1,5,60.0
3047,2,4,5,47.0
3048,2,3,5,61.0
3049,2,1,5,68.0
3050,0,1,5,44.0
3051,2,1,5,68.0
3052,3,3,3,48.0
3053,2,1,5,64.0
3054,3,4,7,33.0
3055,0,3,5,68.0
3056,2,1,5,68.0
3057,2,3,5,68.0
3058,2,3,5,38.0
3059,2,1,5,62.0
3060,0,1,5,54.0
3061,2,1,5,71.0
3062,2,1,5,73.0
3063,2,1,5,66.0
3064,2,1,5,57.0
3065,3,3,3,31.0
3066,2,3,5,62.0
3067,3,3,2,33.0
3068,0,1,5,47.0
3069,2,1,7,38.0
3070,2,4,7,24.0
3071,2,1,5,81.0
3072,0,1,7,45.0
3073,3,1,3,54.0
3074,2,1,5,39.0
3075,2,1,5,60.0
3076,2,1,5,48.0
3077,2,3,7,36.0
3078,0,1,7,29.0
3079,2,3,5,50.0
3080,0,1,7,36.0
3081,2,1,5,59.0
3082,2,3,5,48.0
3083,2,3,5,60.0
3084,2,3,5,43.0
3085,2,3,5,45.0
3086,2,1,5,67.0
3087,2,1,5,72.0
3088,2,1,5,62.0
3089,2,1,5,47.0
3090,3,1,3,66.0
3091,3,1,3,57.0
3092,2,3,5,54.0
3093,2,1,5,70.0
3094,2,1,5,56.0
3095,0,1,5,48.0
3096,2,1,5,29.0
3097,2,3,5,66.0
3098,2,1,5,47.0
3099,2,1,5,60.0
3100,2,1,5,56.0
3101,0,3,5,39.0
3102,0,1,5,59.0
3103,2,1,5,60.0
3104,2,1,5,66.0
3105,2,1,5,50.0
3106,2,1,5,61.0
3107,2,3,5,66.0
3108,0,3,5,59.0
3109,2,1,5,62.0
3110,0,1,7,28.0
3111,2,1,5,68.0
3112,2,3,5,66.0
3113,2,3,5,56.0
3114,2,1,7,45.0
3115,1,1,7,41.0
3116,2,1,5,51.0
3117,2,1,5,61.0
3118,1,1,7,31.0
3119,2,1,5,56.0
3120,3,1,3,48.0
3121,2,1,5,68.0
3122,3,3,1,23.0
3123,2,1,5,58.0
3124,0,1,2,35.0
3125,2,5,5,39.0
3126,2,1,5,63.0
3127,2,1,5,32.0
3128,2,1,5,58.0
3129,2,3,5,53.0
3130,1,1,5,51.0
3131,2,1,5,57.0
3132,2,3,5,60.0
3133,2,3,5,75.0
3134,2,1,5,60.0
3135,2,1,5,55.0
3136,3,1,7,37.0
3137,2,1,5,57.0
3138,2,3,5,56.0
3139,2,1,5,75.0
3140,2,1,7,51.0
3141,2,0,5,77.0
3142,2,1,5,55.0
3143,2,3,5,60.0
3144,2,3,5,56.0
3145,3,4,7,18.0
3146,2,1,5,42.0
3147,2,4,5,46.0
3148,2,1,5,69.0
3149,0,1,7,25.0
3150,2,1,5,57.0
3151,2,4,5,47.0
3152,2,3,5,60.0
3153,2,3,5,65.0
3154,0,1,3,62.0
3155,2,1,5,51.0
3156,2,1,5,50.0
3157,2,3,5,37.0
3158,2,1,5,60.0
3159,0,1,5,48.0
3160,3,3,3,51.0
3161,2,1,5,58.0
3162,2,1,5,52.0
3163,2,1,5,69.0
3164,2,1,5,54.0
3165,2,3,5,51.0
3166,2,1,5,56.0
3167,2,1,5,77.0
3168,2,3,5,60.0
3169,0,3,5,57.0
3170,3,1,6,19.0
3171,2,3,5,59.0
3172,2,1,5,55.0
3173,0,1,5,39.0
3174,2,1,5,79.0
3175,2,1,5,69.0
3176,3,3,3,24.0
3177,2,1,5,76.0
3178,2,1,5,46.0
3179,2,1,5,67.0
3180,0,1,5,57.0
3181,2,1,5,44.0
3182,2,3,5,59.0
3183,2,3,5,61.0
3184,2,1,5,63.0
3185,0,1,7,29.0
3186,2,3,5,62.0
3187,0,1,5,61.0
3188,2,3,5,40.0
3189,2,1,5,48.0
3190,3,7,3,41.0
3191,2,1,7,46.0
3192,2,1,5,74.0
3193,3,1,3,28.0
3194,3,7,3,45.0
3195,2,1,5,67.0
3196,2,3,5,65.0
3197,2,1,5,49.0
3198,2,3,5,43.0
3199,3,3,2,29.0
3200,2,1,5,55.0
3201,0,3,1,60.0
3202,2,1,5,78.0
3203,2,1,5,71.0
3204,0,1,2,28.0
3205,3,1,2,29.0
3206,3,4,3,30.0
3207,2,3,5,35.0
3208,2,1,5,59.0
3209,3,1,3,29.0
3210,2,3,5,37.0
3211,2,3,7,40.0
3212,2,3,7,33.0
3213,2,3,7,30.0
3214,2,3,5,50.0
3215,2,3,5,51.0
3216,2,3,5,65.0
3217,1,1,7,50.0
3218,0,3,5,51.0
3219,2,1,5,56.0
3220,2,3,5,44.0
3221,3,4,3,32.0
3222,2,3,5,62.0
3223,2,3,5,20.0
3224,3,3,5,34.0
3225,2,3,5,39.0
3226,2,3,7,30.0
3227,2,3,5,31.0
3228,0,1,5,40.0
3229,3,3,3,29.0
3230,0,1,7,41.0
3231,0,1,7,30.0
3232,2,4,5,21.0
3233,0,1,7,31.0
3234,2,1,4,33.0
3235,3,3,3,38.0
3236,0,1,7,38.0
3237,2,3,5,40.0
3238,1,1,7,29.0
3239,3,1,3,33.0
3240,3,1,2,40.0
3241,2,1,5,45.0
3242,0,1,5,29.0
3243,3,1,7,30.0
3244,3,1,3,44.0
3245,3,4,3,26.0
3246,0,1,7,25.0
3247,3,1,3,31.0
3248,2,1,5,48.0
3249,2,1,5,33.0
3250,3,3,3,24.0
3251,3,1,7,32.0
3252,2,4,7,36.0
3253,3,7,3,34.0
3254,3,1,1,36.0
3255,3,1,3,23.0
3256,0,1,7,20.0
3257,3,4,1,19.0
3258,3,1,3,27.0
3259,3,1,7,36.0
3260,3,4,7,32.0
3261,2,4,5,49.0
3262,3,4,3,48.0
3263,2,4,5,46.0
3264,3,4,3,29.0
3265,3,4,3,27.0
3266,2,4,5,39.0
3267,0,4,4,56.0
3268,0,4,5,36.0
3269,2,4,5,68.0
3270,0,4,5,43.0
3271,2,4,5,54.0
3272,3,4,3,50.0
3273,2,4,5,52.0
3274,2,1,5,53.0
3275,2,4,5,48.0
3276,2,1,5,52.0
3277,2,1,5,31.0
3278,0,1,7,50.0
3279,2,1,5,82.0
3280,3,7,3,42.0
3281,2,1,5,71.0
3282,0,3,5,57.0
3283,3,1,7,72.0
3284,3,3,6,21.0
3285,2,3,5,48.0
3286,0,3,5,47.0
3287,0,3,7,34.0
3288,2,1,5,64.0
3289,0,1,5,44.0
3290,2,1,5,60.0
3291,2,1,7,34.0
3292,0,3,5,46.0
3293,2,1,5,30.0
3294,2,3,5,45.0
3295,2,1,5,45.0
3296,2,1,5,66.0
